review,rate
sluggish pace lack of genuine narrative hem movie every bit much life hem spirit of young woman,0
low budget affair tadpole shoot on digital video image often look smeary blurry point of distraction again well movie might not have notice,0
mindless junk like make appreciate original romantic comedy like punch drunk love,0
movie like year late tap into reality obsession even tardier exploit novelty of webcast,0
tale will too familiar anyone who see george roy hill film sting,0
get look period trapping right but otherwise drown sea of visual verbal clichés,0
hard quibble with flick boast many genuine cackle but notorious still feel like promising work progress,0
anyone who want start write screenplay can just follow same blueprint hundred of other film sell high bidder walk away without anyone truly know identity,0
major waste generic,0
problem with bread sweet far too sentimental,0
late night cable sexploitation romp masquerade thriller about ruthless social order govern college clique,0
fall short explain music root,0
never inspire more interested detachment,0
what might have emerge hilarious lunacy hand of woody allen mel brooks least heyday come across lame sophomoric debut indie feature,0
despite slick production value director roger michell tick tock pacing final effect like have two guy yell face two hour,0
pretty much suck but have funny moment two,0
do good job of paint family dynamic audience but try squeeze too many element into film,0
supernatural mystery do not know whether want suspenseful horror movie weepy melodrama end up neither fail endeavor,0
two badly interlock story drown too clever complexity,0
so earnest so overwrought so wildly implausible beg parody,0
textbook life of quiet desperation,0
swimfan like fatal attraction eventually overboard with loony melodramatic denouement which high school swimming pool substitute bathtub,0
claim sort bad guy good which essential problem,0
purposefully shocking eroticized gore if unintentionally dull lack of poetic frisson,0
feel like piece bunch of other well movie slap together,0
almost everything about film unsettling preposterous hairpiece wear lai villainous father endless action sequence,0
